电影,导演,编剧,主演,类型,制片国家/地区,语言,上映日期,片长,又名,IMDb链接,官方小站
地心引力,阿方索·卡隆,阿方索·卡隆/霍纳斯·卡隆,桑德拉·布洛克/乔治·克鲁尼/艾德·哈里斯/奥托·伊格内修森/法尔杜特·夏尔马/艾米·沃伦/巴舍尔·萨维奇,科幻/惊悚/灾难,美国/英国,英语/格陵兰语,2013-11-19(中国大陆)/2013-08-28(威尼斯电影节)/2013-10-04(美国),91分钟,引力边缘(港)/地球引力/重力/Gravedad,tt1454468,
月球,邓肯·琼斯,邓肯·琼斯/内森·帕克,山姆·洛克威尔/凯文·史派西/多米妮克·麦克艾丽戈特/卡雅·斯考达里奥/本尼迪克特·王/马特·贝里/马尔科姆·斯图尔特/罗宾·查克,剧情/科幻/悬疑,英国,英语/西班牙语,2009-07-17,97分钟,月劫余生(港)/寂寞月影/2009月球漫游,tt1182345,
嫌疑人X的献身,西谷弘,福田靖/东野圭吾,福山雅治/柴崎幸/堤真一/松雪泰子/北村一辉/金泽美穗,剧情/悬疑/犯罪,日本,日语,2008-10-04(日本),128分钟,容疑者X的献身/嫌疑犯X的献身/神探伽俐略/YôgishaXnokenshin/SuspectX,tt1160629,
里约大冒险,卡洛斯·沙尔丹哈,唐·莱默,杰西·艾森伯格/安妮·海瑟薇/乔治·洛佩兹/罗德里戈·桑托罗/凯特·德尔·卡斯蒂洛/卡洛斯·庞丝/伯纳多·德·保拉,喜剧/动画/冒险,美国,英语/葡萄牙语,2011-04-08(中国大陆)/2011-04-15(美国),96分钟,奇鹦嘉年华(港)/鹦鹉布鲁/里约,tt1436562,二十世纪福斯电影
功夫熊猫2,吕寅荣,乔纳森·阿贝尔/格伦·伯杰,杰克·布莱克/安吉丽娜·朱莉/达斯汀·霍夫曼/加里·奥德曼/成龙/塞斯·罗根/刘玉玲/大卫·克罗斯/吴汉章/杨紫琼/丹尼·麦克布莱德/丹尼斯·海斯伯特/尚格·云顿/维克多·加博/迈克·贝尔/艾普尔·洪/亚历山德拉·戈尔德·朱尔登/斯蒂芬·凯林/利亚姆·奈特/保罗·马祖斯基/丹·奥康纳/罗密·罗斯蒙特/莫瑞·史特林/弗雷德·塔特西奥/劳伦·汤姆/康拉德·弗农,喜剧/动作/动画/冒险,美国,英语,2011-05-28(中国大陆)/2011-05-26(美国),91分钟,熊猫阿宝2/阿宝正传2,tt1302011,功夫熊猫2
师父,徐浩峰,徐浩峰,廖凡/宋佳/蒋雯丽/金士杰/宋洋/黄觉/麦迪娜/张傲月/马君/陈观泰/熊欣欣/戴立忍/裘继戎/李博,剧情/动作/武侠,中国大陆,汉语普通话,2015-12-10(中国大陆)/2015-11-11(台北金马影展),109分钟,师傅/TheFinalMaster/TheMaster,tt4851640,《师父》官方小站
不能说的秘密,周杰伦,周杰伦/杜致朗,周杰伦/桂纶镁/黄秋生/苏明明/曾恺玹/詹宇豪/张杰/钟瑶/张训玮,爱情/音乐/奇幻,香港/台湾,汉语普通话/英语,2007-07-31(中国大陆)/2007-07-27(台湾),101分钟,Secret,tt1037850,
大空头,亚当·麦凯,查尔斯·伦道夫/亚当·麦凯/迈克尔·刘易斯,克里斯蒂安·贝尔/史蒂夫·卡瑞尔/瑞恩·高斯林/布拉德·皮特/梅丽莎·里奥/约翰·马加罗/拉菲·斯波/杰瑞米·斯特朗/芬·维特洛克/玛丽莎·托梅/崔西·莱茨/文峰/阿德普波·奥杜耶/凯伦·吉兰/马克思·格林菲尔德/比利·马格努森/玛格特·罗比/理查德·塞勒/赛琳娜·戈麦斯,剧情/传记,美国,英语,2015-11-12(AFI影展)/2015-12-11(美国点映)/2015-12-23(美国),130分钟,大卖空(台)/沽注一掷(港)/TheBigShort:InsidetheDoomsdayMachine,tt1596363,
万箭穿心,王竞,吴楠,颜丙燕/陈刚/焦刚/李现/赵倩/王沫溪/杨鸣秋/何明兰/刘善良/黄首霞/孙仲江/张瑞田/余龙钢,剧情/家庭,中国大陆,汉语普通话/武汉方言,2012-11-16(中国大陆),118分钟,风水/FengShui,tt2513344,
黑衣人,巴里·索南菲尔德,艾德·索罗门/劳威尔·坎宁安,威尔·史密斯/汤米·李·琼斯/琳达·费奥伦蒂诺/文森特·多诺费奥/雷普·汤恩/托尼·夏尔赫布,喜剧/动作/科幻,美国,英语/西班牙语,1997-07-02(美国),98分钟,MIB星际战警(台)/黑超特警组(港)/MIB,tt0119654,
碟中谍5：神秘国度,克里斯托弗·麦奎里,克里斯托弗·麦奎里/德鲁·皮尔斯/布鲁斯·盖勒,汤姆·克鲁斯/杰瑞米·雷纳/西蒙·佩吉/丽贝卡·弗格森/文·瑞姆斯/西恩·哈里斯/西蒙·迈克伯尼/张静初/汤姆·霍兰德/延斯·赫尔腾/亚历克·鲍德温/亚历克·乌特戈夫/赫敏·科菲尔德/阿美莉嘉·奥利沃/拉斯科·阿特金斯/肖恩·克罗宁/明格斯·约翰斯顿,动作/惊悚/冒险,美国/香港/中国大陆,英语/瑞典语/德语,2015-09-08(中国大陆)/2015-07-31(美国),131分钟,职业特工队5：叛逆帝国(港)/不可能的任务：失控国度(台)/碟中谍：失控国度/碟中谍5/Mission:Impossible5/M:i5,tt2381249,
守望者,扎克·施奈德,大卫·海特/亚历克斯·谢/戴夫·吉布森/艾伦·摩尔,帕特里克·威尔森/卡拉·古奇诺/比利·克鲁德普/玛琳·阿克曼/杰弗里·迪恩·摩根/马修·古迪/杰基·厄尔·哈利/马特·弗里沃/史蒂芬·麦克哈蒂/劳拉·门内尔/詹姆斯·M.康纳,动作/科幻/悬疑,美国,英语,2009-03-06(美国),162分钟/186分钟(导演剪辑版)/215分钟(终极剪辑版),保卫奇侠/守护者,tt0409459,
回到未来,罗伯特·泽米吉斯,罗伯特·泽米吉斯/鲍勃·盖尔,迈克尔·J·福克斯/克里斯托弗·洛伊德/莉·汤普森/克里斯平·格洛弗/托马斯·F·威尔森/克劳迪娅·韦尔斯/马克·麦克卢尔/温迪·乔·斯佩博/乔治·第桑佐/弗兰西斯·李·麦克凯恩/詹姆斯·托根/J·J·科恩/凯西·希玛兹科/比利·赞恩/小哈利·沃特斯/唐纳德·富利洛夫/丽萨·弗里曼/克里斯滕·考夫曼,喜剧/科幻/冒险,美国,英语,1985-07-03(美国),116分钟,回到未来第一集,tt0088763,
流浪猫鲍勃,罗杰·斯波蒂斯伍德,詹姆斯·鲍恩/加里·詹金斯/提姆·约翰/玛丽亚·内申,卢克·崔德威/猫鲍勃/露塔·格德米纳斯/琼安·弗洛加特/安东尼·海德/戴伦·伊万斯/里维拉·吉迪恩/洛琳·艾什本/阿卡巴尔·库尔塔/约翰·亨肖/贝丝·戈达德/伊万娜·贝斯克/妮娜·瓦迪娅/罗茜·伊德/鲁斯·西恩/卡罗琳·古多尔/雅各布·詹姆斯·贝西克/罗伯·贾维斯/丹尼尔·弗恩/詹姆斯·鲍恩/李·尼古拉斯·哈里斯/丹尼尔·斯蒂森,剧情/喜剧/传记,英国,英语,2018-11-02(中国大陆)/2016-11-04(英国),103分钟,街角遇见猫(港)/遇见街猫BOB(台)/一只名叫鲍勃的流浪猫/当Bob来敲门/街猫鲍勃,tt3606888,
丹麦女孩,汤姆·霍珀,露辛达·考克森/大卫·艾伯豪夫,埃迪·雷德梅恩/艾丽西亚·维坎德/本·卫肖/塞巴斯蒂安·科赫/艾梅柏·希尔德/马提亚斯·修奈尔/尼古拉斯·伍德森/皮普·托伦斯/克劳斯·布埃/埃默拉尔德·芬内尔/理查德·迪克森,剧情/爱情/传记,英国/美国/比利时/丹麦/德国,英语/法语/德语,2015-09-05(威尼斯电影节)/2016-01-01(英国),119分钟,,tt0810819,
生化危机,保罗·安德森,保罗·安德森,米拉·乔沃维奇/米歇尔·罗德里格兹/科林·萨蒙/埃里克·马比斯/詹姆斯·鲍弗,动作/科幻/恐怖,英国/德国/法国/美国,英语,2002-03-15(美国),100分钟,2002恶灵古堡/生化危机之变种生还,tt0120804,
弱点,约翰·李·汉考克,约翰·李·汉考克/MichaelLewis,桑德拉·布洛克/蒂姆·麦格罗/昆东·亚伦/杰·海德/莉莉·柯林斯/雷·迈克金农/凯西·贝茨,剧情/家庭/传记/运动,美国,英语,2009-11-20,USA:129分钟,守护有心人/温情橄榄球/攻其不备/暗算/盲点,tt0878804,
云图,汤姆·提克威/拉娜·沃卓斯基/莉莉·沃卓斯基,汤姆·提克威/莉莉·沃卓斯基/拉娜·沃卓斯基,汤姆·汉克斯/哈莉·贝瑞/吉姆·布劳德本特/雨果·维文/吉姆·斯特吉斯/裴斗娜/本·卫肖/詹姆斯·达西/周迅/凯斯·大卫/大卫·吉雅西/苏珊·萨兰登/休·格兰特,剧情/科幻/悬疑,德国/美国/香港/中国大陆/新加坡,英语/西班牙语,2013-01-31(中国大陆)/2012-10-26(美国),134分钟(中国大陆)/172分钟(美国),,tt1371111,电影《云图》
灿烂人生,马可·图利奥·吉奥达纳,桑德罗·佩特拉利亚/斯特法诺·鲁利,路易吉·洛·卡肖/阿莱西奥·博尼/索尼娅·贝加马斯科/玛雅·珊萨/法布里齐奥·吉福尼/杰丝敏·特丽卡/里卡多·斯卡马乔/安德烈提多娜/瓦伦蒂娜·卡妮卢提/卡米拉·菲利皮/莉迪亚·维塔莱/ClaudioGioè/斯特凡诺·阿伯蒂,剧情/爱情/家庭,意大利,意大利语,2003-06-22,366分钟,灿烂时光(台)/最好的青春/少年万岁/璀璨人生/TheBestofYouth,tt0346336,
东邪西毒：终极版,王家卫,王家卫/金庸,张国荣/林青霞/梁朝伟/张学友/张曼玉/刘嘉玲/梁家辉/杨采妮/白丽,剧情/动作/爱情,香港/中国大陆/台湾,粤语/汉语普通话,2009-03-26(中国大陆)/2008-05-18(戛纳电影节),93分钟,AshesofTimeRedux,,
八恶人,昆汀·塔伦蒂诺,昆汀·塔伦蒂诺,塞缪尔·杰克逊/库尔特·拉塞尔/詹妮弗·杰森·李/沃尔顿·戈金斯/德米安·比齐尔/蒂姆·罗斯/迈克尔·马德森/布鲁斯·邓恩/詹姆士·帕克斯/查宁·塔图姆/丹娜·格瑞尔/佐伊·贝尔/李·霍斯利,剧情/犯罪/西部,美国,英语/法语/西班牙语,2015-12-07(洛杉矶首映)/2015-12-30(美国),168分钟(数字版)/182分钟(胶片版),冰天血地8恶人(港)/可憎八人/TheH8fulEight/TheHateful8,tt3460252,
名侦探柯南：通向天国的倒计时,儿玉兼嗣,青山刚昌/古内一成,高山南/山崎和佳奈/神谷明/山口胜平/松井菜樱子/岩居由希子/大谷育江/林原惠美/绪方贤一/高木涉,动作/动画/悬疑/惊悚,日本,日语,2001-04-21(日本),100分钟,名侦探柯南2001：通向天国的倒计时/名侦探柯南：剧场版第5部/MeitanteiConan:Tengokunocountdown/DetectiveConan:CountDowntoHeaven,tt1073223,
唐山大地震,冯小刚,思芜,徐帆/张静初/李晨/陈道明/张子枫/张家骏/王子文/陈瑾/陆毅/张国强/杨立新/吕中/咏梅/刘莉莉/马秋子,剧情/历史/灾难,中国大陆/香港,汉语普通话/唐山话,2010-07-22(中国大陆),139分钟,余震/Aftershock,tt1393746,
盲山,李杨,李杨,黄璐/杨幼安/贺运乐/张玉玲/张友平/李杨,剧情/犯罪,中国大陆,四川话/陕西话,2007-05-20(戛纳电影节)/2007-10-25(香港),95分钟/103分钟(DVD),回家路/BlindMountain,tt1020972,
食神,李力持/周星驰,劳文生/周星驰/曾瑾昌,周星驰/莫文蔚/刘以达/吴孟达/薛家燕/谷德昭/李兆基/江希文/田启文/欧锦棠/罗家英/钟丽缇/林雪,喜剧/动作,香港,粤语,1996-12-21(香港),88分钟,TheGodofCookery,tt0116426,
阳光小美女,乔纳森·戴顿/维莱莉·法瑞斯,迈克尔·阿恩特,阿比盖尔·布蕾斯琳/托妮·科莱特/格雷戈·金尼尔/保罗·达诺/史蒂夫·卡瑞尔/艾伦·阿金/布莱恩·科兰斯顿/迪恩·诺里斯,剧情/喜剧/家庭,美国,英语,2006-08-18(美国),101分钟,选美一家亲/阳光小小姐/选美小小姐/小太阳的愿望,tt0449059,
速度与激情6,林诣彬,克里斯·摩根/盖瑞·斯科特·汤普森,范·迪塞尔/保罗·沃克/道恩·强森/乔丹娜·布鲁斯特/米歇尔·罗德里格兹/泰瑞斯·吉布森/姜成镐/盖尔·加朵/卢达克里斯/卢克·伊万斯/埃尔莎·帕塔奇/吉娜·卡拉诺/克拉拉·佩吉特/金·柯尔德/乔·塔斯利姆,动作/惊悚/犯罪,美国,英语/俄语/西班牙语/印度尼西亚语/丹麦语/粤语,2013-07-26(中国大陆)/2013-05-24(美国),130分钟,狂野时速6(港)/玩命关头6(台)/WildSpeed:EuroMission/Fast&Furious6,tt1905041,
海盗电台,理查德·柯蒂斯,理查德·柯蒂斯,比尔·奈伊/肯尼思·布拉纳/菲利普·塞默·霍夫曼/尼克·弗罗斯特/汤姆·斯图里奇/瑞斯·伊凡斯/瑞斯·达比/克里斯·奥多德/妲露拉·莱莉/凯瑟琳·帕金森/杰克·达文波特,剧情/喜剧/音乐,英国/德国/法国,英语,2009-04-01(英国),116分钟/135分钟(未删减版),出位乐人谷(港)/海盗电波/PirateRadio,tt1131729,
大内密探零零发,谷德昭/周星驰,劳文生/谷德昭/周星驰,周星驰/刘嘉玲/李若彤/罗家英/张达明/刘以达/李力持/江欣燕/苑琼丹/朱咪咪/李健仁/袁祥仁/袁信义/植敬雯/潘恒生/谷德昭/文隽/黄老邪/黄一飞/查尔斯·沈/吴育枢/王均康/陈剑云/欧锦棠/叶伟信,喜剧/动作/爱情/古装,香港,粤语,1996-02-16(香港),89分钟,鹿鼎大帝(台)/ForbiddenCityCop/Dailapmattam008,tt0116014,
碟中谍,布莱恩·德·帕尔玛,大卫·凯普/罗伯特·汤/斯蒂文·泽里安/布鲁斯·盖勒,汤姆·克鲁斯/强·沃特/让·雷诺/艾曼纽·贝阿/克里斯汀·斯科特·托马斯,动作/惊悚/冒险,美国,英语/捷克语/乌克兰语/法语,1996-05-22(美国),110分钟,不可能的任务(台)/职业特工队(港)/M:I,tt0117060,
疯狂的赛车,宁浩,崔斯韦/邢爱娜/王红卫/王要/周智勇/岳小军/张承,黄渤/戎祥/九孔/徐峥/王双宝/巴多/董立范/高捷/马少骅/王迅/刘刚/WorapojThuantanon/赵奔/李麒麟/姜志刚/王鹭/宁浩,喜剧/动作/冒险,中国大陆,汉语普通话/青岛话/闽南语/陕西话/武汉话/四川话,2009-01-20(中国大陆),104分钟,银牌车手/CrazyRacer/SilverMedalist,tt0851515,
铁甲钢拳,肖恩·利维,丹·吉尔罗伊/约翰·盖汀斯/杰里米·莱文,休·杰克曼/达科塔·高尤/凯文·杜兰/安东尼·麦凯/伊万杰琳·莉莉/霍普·戴维斯/詹姆斯·瑞布霍恩/奥嘉·方达,剧情/动作/科幻/运动,美国/印度,英语,2011-11-08(中国大陆)/2011-09-06(巴黎首映)/2011-10-07(美国),127分钟,钢铁擂台(台)/钢铁勇士/铁甲机器人,tt0433035,
环太平洋,吉尔莫·德尔·托罗,特拉维斯·比彻姆/吉尔莫·德尔·托罗,查理·汉纳姆/菊地凛子/伊德里斯·艾尔巴/查理·戴/朗·普尔曼/罗伯特·卡辛斯基/马克斯·马蒂尼/伯恩·戈曼/小克利夫顿·克林斯/芦田爱菜/迪亚哥·克莱特霍夫/希瑟·多克森/罗伯特·梅耶/刘智福/刘智满/刘智堂,动作/科幻/冒险,美国,英语/日语/粤语/汉语普通话/俄语,2013-07-31(中国大陆)/2013-07-12(美国),131分钟,悍战太平洋(港),tt1663662,
哆啦A梦：伴我同行,八木龙一/山崎贵,山崎贵/藤子·F·不二雄,水田山葵/大原惠美/嘉数由美/木村昴/关智一/三石琴乃/松本保典/田原阿尔诺/竹内都子/荻野志保子/高木涉/松本幸/佐藤美由希/Lynn/妻夫木聪,剧情/动画,日本,日语,2015-05-28(中国大陆)/2014-08-08(日本),95分钟,与我同行的哆啦A梦/机器猫：伴我同行/小叮当：伴我同行/StandbyMeDoraemon/Doraemon3D:StandbyMe,tt3331846,
冰川时代3,卡洛斯·沙尔丹哈/麦克·特米尔,彼得·阿克曼/迈克尔·伯格/YoniBrenner/JasonCarterEaton/迈克·里斯,雷·罗马诺/约翰·雷吉扎莫/丹尼斯·利瑞/MaileFlanagan/JasonFricchione/西蒙·佩吉,喜剧/动画/冒险,美国,英语,2009-07-08(中国大陆)/2009-07-01(美国),94分钟,冰河世纪3：大威龙驾到/冰河时代3：恐龙的黎明/冰原历险记3/IceAge3,tt1080016,
千年女优,今敏,今敏/村井贞之,小山茉美/饭塚昭三/折笠富美子/庄司美代子/小野坂昌也/山寺宏一,剧情/爱情/动画,日本,日语,2001-07-28(加拿大奇幻电影节)/2002-09-14(日本),87分钟,MillenniumActress,tt0291350,
听说,郑芬芬,郑芬芬,彭于晏/陈意涵/陈妍希/罗北安/林美秀,剧情/爱情,台湾,汉语普通话/台湾手语/闽南语,2015-06-26(中国大陆)/2009-08-28(台湾),107分钟(中国大陆)/109分钟(台湾),HearMe,tt1562328,
爱在暹罗,楚克·萨克瑞科,楚克·萨克瑞科,维特维斯特·海伦亚沃恩酷/马里奥·毛瑞尔/赖拉·邦雅淑/坎雅·拉坦娜佩琦/辛扎伊·本班尼/松希·努诺卡空希/姘潘·布拉娜嫔/阿缇·尼永库/吉拉育·拉翁马尼/查妮达帕·蓬信皮帕,剧情/爱情/同性,泰国,泰语,2007-11-22(泰国),150分钟/170分钟(导演剪辑版),泰哥儿(港)/暹罗之恋/与爱同行/爱在暹罗广场/TheLoveofSiam/RakhaengSiam,tt1152282,
北京遇上西雅图,薛晓路,薛晓路,汤唯/吴秀波/海清/宋美曼/宋美慧/金燕玲/买红妹/布拉德·哈德/李绮虹,喜剧/爱情,中国大陆/香港,汉语普通话/英语/闽南语,2013-03-21(中国大陆)/2016-03-29(重映),123分钟,美丽有缘/情定西雅图/FindingMr.Right/AnchoringinSeattle,tt2169322,《北京遇上西雅图》
老男孩,朴赞郁,朴赞郁/黄肇允,崔岷植/姜惠贞/刘智泰/池大汉/吴达洙/金秉玉/尹珍序/吴光禄,剧情/动作/爱情/悬疑,韩国,韩语,2003-11-21(韩国),120分钟,原罪犯/Oldeuboi/Oldboy/OldBoy,tt0364569,
飓风营救,皮埃尔·莫瑞尔,吕克·贝松/罗伯特·马克·卡门,连姆·尼森/玛姬·格蕾斯/法米克·詹森/勒兰德·奥瑟/强·格瑞斯/大卫·沃肖夫斯基/凯蒂·卡西迪/山德·贝克利,剧情/动作/惊悚/犯罪,法国/美国/英国,英语/法语/阿尔巴尼亚语/阿拉伯语,2008-04-09(中国大陆)/2008-02-27(法国),93分钟,即刻救援(台)/救参96小时(港)/劫持/绑架/劫持惊魂,tt0936501,
金刚,彼得·杰克逊,弗兰·威尔士/菲利帕·鲍恩斯/彼得·杰克逊/梅里安·C·库珀/埃德加·华莱士,娜奥米·沃茨/杰克·布莱克/艾德里安·布洛迪/托马斯·克莱舒曼/科林·汉克斯/安迪·瑟金斯/伊万·帕克/杰米·贝尔/洛博·陈/约翰·萨莫尔/克里格·霍尔/凯尔·钱德勒/威廉·约翰逊/马克·哈德洛/杰拉丁·博若飞/大卫·皮图,动作/奇幻/冒险,新西兰/美国/德国,英语,2006-01-12(中国大陆)/2005-12-05(纽约首映)/2005-12-14(美国),187分钟/201分钟(加长版),KingKong:TheEighthWonderoftheWorld,tt0360717,
一天,罗勒·莎菲,大卫·尼克尔森,安妮·海瑟薇/吉姆·斯特吉斯/汤姆·米森/朱迪·惠特克/蒂姆·凯/拉菲·斯波/约瑟芬·德·拉·波美/派翠西娅·克拉克森/肯·斯托特/海达·里德/阿曼达·费尔班克-海恩斯/大卫·阿贾拉/乔治雅·金/宇韦尔利·罗奇/克拉拉·佩吉特/马特·贝里/萝玛拉·嘉瑞/戴安娜·肯特/JamesLaurenson/马修·比尔德/托比·瑞格波/托马斯·阿诺德/菲比·福克斯/艾米莉亚·琼斯/麦克·宾德尔/贝恩·科拉科/NatalieHallam/范德·麦克劳德,剧情/爱情,美国/英国,英语,2011-08-19(美国),107分钟,真爱挑日子(台)/情约1天(港)/一年恋一天/一天的恋人/年年有今日/每年今日,tt1563738,
绣春刀,路阳,陈舒/路阳,张震/刘诗诗/王千源/李东学/聂远/金士杰/叶青/周一围/朱丹/赵立新/叶相明,剧情/动作/武侠/古装,中国大陆,汉语普通话/蒙古语,2014-08-07(中国大陆),111分钟,飞鱼服绣春刀/斩立决/BrotherhoodofBlades,tt4019426,
横道世之介,冲田修一,冲田修一/前田司郎/吉田修一,高良健吾/吉高由里子/池松壮亮/伊藤步/绫野刚/井浦新/国村隼/堀内敬子/古关安广/余贵美子/朝仓亚纪/柄本佑,剧情/爱情,日本,日语,2013-02-23(日本),160分钟,那年遇上世之介(港)/AStoryofYonosuke,tt2151915,
开心家族,金永卓,金永卓,车太贤/高昌锡/张荣男/姜艺媛/千宝根/李文秀,剧情/喜剧/家庭,韩国,韩语,2011-11-29(中国大陆)/2010-12-22(韩国),111分钟,开心鬼上身/开心遇鬼/你好，鬼魂/你好幽灵/哈喽，开心鬼/撞到开心鬼(新加坡译名)/HelloGhost/HellowooGoseuteu,tt1848926,开心家族
