:START_ID,:END_ID,relation,:TYPE
20959,49289,合作,合作
20959,51219,合作,合作
20959,44746,合作,合作
20959,58031,合作,合作
20959,46813,合作,合作
20116,54112,合作,合作
20116,43250,合作,合作
20116,57651,合作,合作
20116,54121,合作,合作
20116,52516,合作,合作
20116,43292,合作,合作
20116,40162,合作,合作
20116,47249,合作,合作
20116,43644,合作,合作
20116,55331,合作,合作
20116,46215,合作,合作
20116,54959,合作,合作
20116,50424,合作,合作
20022,52649,合作,合作
20022,53078,合作,合作
20022,55421,合作,合作
20022,50311,合作,合作
20022,55529,合作,合作
20829,56400,合作,合作
20829,48243,合作,合作
20829,47092,合作,合作
20098,49087,合作,合作
20098,47786,合作,合作
20098,47565,合作,合作
20098,51063,合作,合作
20098,40329,合作,合作
20098,46999,合作,合作
20098,50183,合作,合作
20098,53799,合作,合作
20098,47889,合作,合作
20098,53392,合作,合作
20098,55778,合作,合作
20098,49560,合作,合作
20360,54379,合作,合作
20360,56666,合作,合作
20360,40991,合作,合作
20360,44670,合作,合作
20360,45878,合作,合作
20360,48514,合作,合作
20360,49499,合作,合作
20360,49196,合作,合作
20360,55725,合作,合作
20360,52468,合作,合作
20360,55438,合作,合作
20360,42791,合作,合作
20360,48068,合作,合作
20360,56401,合作,合作
20360,41159,合作,合作
20360,57579,合作,合作
20360,52908,合作,合作
20360,56546,合作,合作
20360,46723,合作,合作
20360,58031,合作,合作
20360,46207,合作,合作
20360,49926,合作,合作
20360,42581,合作,合作
20360,52952,合作,合作
20360,48430,合作,合作
20360,45746,合作,合作
20360,50837,合作,合作
20360,57438,合作,合作
20360,48531,合作,合作
20360,45489,合作,合作
20360,47858,合作,合作
20360,56522,合作,合作
20360,56088,合作,合作
20360,55669,合作,合作
20360,46434,合作,合作
20360,40908,合作,合作
20360,54720,合作,合作
20360,57418,合作,合作
20360,50464,合作,合作
20360,41296,合作,合作
20633,49734,合作,合作
20633,50296,合作,合作
20633,44754,合作,合作
20633,57669,合作,合作
20633,47486,合作,合作
20633,42671,合作,合作
20633,40474,合作,合作
20633,43066,合作,合作
20633,48895,合作,合作
20633,48200,合作,合作
20633,41752,合作,合作
20633,53028,合作,合作
20897,40257,合作,合作
20897,50696,合作,合作
20897,56666,合作,合作
20897,50308,合作,合作
20897,44969,合作,合作
20897,51221,合作,合作
20897,41622,合作,合作
20897,47707,合作,合作
20897,52468,合作,合作
